Index,Plaza Name,Sate,City,Geo Codes,Longitude,Latitudes,Road Width (pixels),Road Width (m),Congestion_Level,lat,lon,2023,2024
731,"Kurankhed Toll
Plaza",Maharashtra,Akola,"20.695688, 77.263261",20.695688,77.263261,524.0,31.13,3.112356053532525,20.695688,77.263261,2.596666574,9.288181305
732,Kurebhar,Uttar Pradesh,Sultanpur,"26.3895420, 82.1262510",26.389542,82.126251,682.0,42.3,2.309468822170901,26.389542,82.126251,14.24666691,11.40636349
733,Kurki Toll Plaza,Karnataka,Kurki Village,"14.351626,75.979384",14.351626,75.979384,344.0,18.41,5.151983513652756,14.351626,75.979384,1.498333335,1.342727304
734,"Kusgaon NH48
Toll Plaza",Maharashtra,Lonavala,"18.760253,73.439713",18.760253,73.439713,513.0,30.35,3.189792663476874,18.760253,73.439713,10.09333324,9.882727623
735,"Kusgaon Toll
Plaza",Maharashtra,Kusgaon,"18.760371, 73.430045",18.760371,73.430045,315.0,16.36,5.760368663594471,18.760371,73.430045,13.95416641,16.09363556
736,Kusthala Toll Plaza,Rajasthan,Sawai Madhopur,"25.968464980634522,
76.25313572334733",25.96846498,76.25313572,522.0,30.99,3.125976867771179,25.96846498,76.25313572,6.165833473,12.25818157
737,"L&T Krishnagiri
Thopur Toll P",Tamil Nadu,Dharmapuri,"12.00638,78.08008",12.00638,78.08008,336.0,17.84,5.307855626326964,12.00638,78.08008,6.563333511,4.45545435
738,L&T PANIPAT,Haryana,Panipat,"29.433664,76.97014",29.433664,76.97014,640.0,39.33,2.479543763947434,29.433664,76.97014,22.97083282,22.62727356
739,L&T Vadodra,Gujarat,Vadodara,"22.015027,73.115049",22.015027,73.115049,472.0,27.46,3.513703443429375,22.015027,73.115049,7.559166431,8.029090881
740,"Lachiwala Toll
Plaza",Uttarakhand,Dehradun,"30.209235,78.125393",30.209235,78.125393,666.0,41.17,2.371354043158644,30.209235,78.125393,4.378333092,4.011817932
741,"Ladowal Toll
Plaza",Punjab,Ludhiana,"30.988606,75.790611",30.988606,75.790611,467.0,27.1,3.558718861209964,30.988606,75.790611,7.682499886,6.919091225
742,"LADPALWAN
TOLL PLAZA",Punjab,Pathankot,"32.197881,75.533697",32.197881,75.533697,750.0,47.1,2.079002079002079,32.197881,75.533697,6.250833511,7.565454483
743,"Lakhanpur Toll
Plaza",Jammu & Kashmir,Jammu,"32.3821080, 75.5989640",32.382108,75.598964,432.0,24.63,3.901677721420211,32.382108,75.598964,14.07499981,17.0354538
744,Lakhasar,Rajasthan,Bikaner,"28.093586,73.876543",28.093586,73.876543,534.0,31.84,3.045066991473812,28.093586,73.876543,6.228333473,5.480909348
745,Lal ka Khera,Rajasthan,Jahazpur,"25.482404,75.313410",25.482404,75.31341,461.0,26.68,3.612716763005781,25.482404,75.31341,1.030833364,1.25999999
746,"Lalanagar Toll
Plaza",Uttar Pradesh,"Sant Ravidas
Nagar","25.266948,82.491513",25.266948,82.491513,298.0,15.16,6.188118811881188,25.266948,82.491513,13.16499996,11.18999958
747,Laling toll plaza,Maharashtra,Dhule,"20.833039,74.754271",20.833039,74.754271,449.0,25.83,3.727171077152442,20.833039,74.754271,14.71833324,14.09454536
748,,,,,,,,,,34.0922,74.8022,24.23250008,24.33636284
749,Lambiya Kalan,Rajasthan,Jaipur,"25.5871683,74.593839",25.5871683,74.593839,541.0,32.33,3.000300030003,25.5871683,74.593839,30.39749908,24.64999962
750,"Lamnannagar
Toll Plaza",Rajasthan,Jodhpur,"27.161194,73.008472",27.161194,73.008472,491.0,28.8,3.355704697986577,27.161194,73.008472,11.26249981,32.60091019
751,"Landhari Toll
Plaza",Haryana,Hisar,"29.2922726,75.6481065",29.2922726,75.6481065,795.0,50.28,1.950078003120125,29.2922726,75.6481065,6.65083313,5.818181992
752,,,,,,,,,,28.7015412,75.4758781,2.764166594,4.272727013
753,Lathi,Rajasthan,Jaisalmer,"27.0298232,71.4462213",27.0298232,71.4462213,622.0,38.06,2.560163850486431,27.0298232,71.4462213,1.467499971,1.308181763
754,"Lawada Toll
plaza",Madhya Pradesh,Balaghat,"21.859778, 80.106833",21.859778,80.106833,403.0,22.58,4.240882103477523,21.859778,80.106833,1.0,1.0
755,"Laxamannath
Plaza",Karnataka,"Bangalore
Rural","13.193545,77.64981",13.193545,77.64981,445.0,25.55,3.766478342749529,13.193545,77.64981,40.08750153,52.63727188
756,Laxmipuram,Andhra Pradesh,Srikakulam,"18.733529,84.389803",18.733529,84.389803,424.0,24.06,3.990422984836393,18.733529,84.389803,10.62750053,7.319090843
757,"Lebhera Toll
Plaza",Uttar Pradesh,Bareilly,"28.4724919,79.5344793",28.4724919,79.5344793,366.0,19.96,4.770992366412213,28.4724919,79.5344793,2.917500019,4.304545403
758,"Lechchumanapa
tti",Tamil Nadu,Pudukkottai,"10.624233,78.747631",10.624233,78.747631,459.0,26.54,3.631082062454611,10.624233,78.747631,2.407500029,2.712727308
759,"Leelamba Toll
Plaza",Rajasthan,Lilamba,"26.070653, 74.010311",26.070653,74.010311,471.0,27.39,3.522367030644593,26.070653,74.010311,1.0,1.0
760,"Lehra Begga Toll
Plaza",Punjab,Bhatinda,"30.2331306,75.1018423",30.2331306,75.1018423,473.0,27.53,3.505082369435681,30.2331306,75.1018423,5.526666641,5.853636265
761,Lembalakudi,Tamil Nadu,Pudukkottai,"10.299776,78.770713",10.299776,78.770713,540.0,32.26,3.006614552014432,10.299776,78.770713,2.273333311,2.392727137
762,Limbe Toll Plaza,Maharashtra,Aurangabad,"19.779805,75.194678",19.779805,75.194678,392.0,21.8,4.385964912280701,19.779805,75.194678,9.804166794,12.58181763
763,Limdi Toll Plaza,Rajasthan,Dahod,"23.0344110,74.1526500",23.034411,74.15265,496.0,29.15,3.316749585406302,23.034411,74.15265,1.0,1.0
764,Limha Toll Plaza,Chhattisgarh,Bilaspur,"22.289296, 82.303030",22.289296,82.30303,584.0,35.37,2.749518834204014,22.289296,82.30303,5.960000038,6.481818199
765,"Link Road (L1)
Toll",Karnataka,Bengaluru,"12.936583,77.531500",12.936583,77.5315,594.0,36.08,2.696871628910464,12.936583,77.5315,51.77750015,49.66636276
766,Lodam Toll Plaza,Chhattisgarh,Jashpur,"22.954331, 84.360130",22.954331,84.36013,626.0,38.34,2.541942043721403,22.954331,84.36013,5.513333321,2.738181829
767,Lohari Toll Plaza,Uttar Pradesh,Jhansi,"25.343778, 78.916861",25.343778,78.916861,488.0,28.59,3.379520108144643,25.343778,78.916861,12.52250004,11.4836359
768,"Lomshinong Toll
Plaza",Meghalaya,Khliehriat,"25.169119, 92.393079",25.169119,92.393079,447.0,25.69,3.746721618583739,25.169119,92.393079,3.167500019,4.900908947
769,"Ludana Toll
Plaza",Haryana,Jind,"29.241281,76.518039",29.241281,76.518039,468.0,27.17,3.549875754348597,29.241281,76.518039,5.373333454,6.302727222
770,"Ludhwai Toll
Plaza",Rajasthan,Bharatpur,"27.178509,77.416845",27.178509,77.416845,488.0,28.59,3.379520108144643,27.178509,77.416845,4.204999924,4.21636343
771,"LUHARLI Toll
plaza",Uttar Pradesh,"Gautam
Buddh","28.499246,77.627269",28.499246,77.627269,688.0,42.72,2.287282708142726,28.499246,77.627269,13.9533329,17.98363686
772,,,,,,,,,,33.1304683,75.2941524,3.789999962,3.595454454
773,Madai Fee Plaza,Madhya Pradesh,Chaurai,"22.553803,79.115999",22.553803,79.115999,534.0,31.84,3.045066991473812,22.553803,79.115999,1.0,1.0
774,Madanpur,Chhattisgarh,Katghora,"22.454908,82.483176",22.454908,82.483176,565.0,34.03,2.854695974878676,22.454908,82.483176,5.016666889,7.829091072
775,"Madanpur Toll
Plaza",Assam,Madanpur,"26.3093870,91.7164080",26.309387,91.716408,606.0,36.93,2.636435539151068,26.309387,91.716408,4.142499924,3.889999866
776,"Madapam Toll
Plaza",Andhra Pradesh,Srikakulam,"18.377344,84.000528",18.377344,84.000528,646.0,39.75,2.45398773006135,18.377344,84.000528,14.17166615,9.740909576
777,"Madhav Sihora
Silodi Corridor",Madhya Pradesh,Sihora,"23.448250, 80.143389",23.44825,80.143389,434.0,24.77,3.880481179666279,23.44825,80.143389,1.0,1.0
778,"Madina Toll
Plaza",Haryana,Rohtak,"28.9374978,76.3981516",28.9374978,76.3981516,422.0,23.92,4.012841091492777,28.9374978,76.3981516,3.821666718,5.124545574
779,"Madrak Toll
Plaza",Uttar Pradesh,Aligarh,"27.803992,78.087073",27.803992,78.087073,449.0,25.83,3.727171077152442,27.803992,78.087073,4.475833416,5.025454521
780,"Madugulapally
TOLL PLAZA",Telangana,"Madugulapa
lly","16.9794,79.4537",16.9794,79.4537,384.0,21.24,4.496402877697842,16.9794,79.4537,4.024166584,4.987272739
781,Madukkarai,Tamil Nadu,Coimbatore,"10.895638,76.945815",10.895638,76.945815,427.0,24.28,3.955696202531645,10.895638,76.945815,4.583333492,4.932727337
782,"Magadi Road
(P6) Plaza",Karnataka,Bengaluru,"12.989944,77.472444",12.989944,77.472444,395.0,22.01,4.34593654932638,12.989944,77.472444,50.19416809,45.42909241
783,"Mahabalipuram
Plaza",Tamil Nadu,Chennai,"12.6153657,80.0998102",12.6153657,80.0998102,562.0,33.82,2.871912693854107,12.6153657,80.0998102,1.023333311,1.228181839
784,"Mahant
Maniyari",Bihar,Muzaffarpur,"26.0387944,85.4475413",26.0387944,85.4475413,398.0,22.23,4.304778303917348,26.0387944,85.4475413,4.356666565,3.49000001
785,"Maharajpur Toll
Plaza",Chhattisgarh,"Manendraga
rh","23.295280, 82.383803",23.29528,82.383803,507.0,29.93,3.233107015842224,23.29528,82.383803,4.977499962,4.504545212
786,Mahasamudram,Andhra Pradesh,"Mahasamud
ram","13.194889,79.017469",13.194889,79.017469,445.0,25.55,3.766478342749529,13.194889,79.017469,12.47499943,11.51636314
787,"Mahauri Toll
Plaza",Madhya Pradesh,Mahauri,"24.577226,80.690857",24.577226,80.690857,526.0,31.27,3.098853424233034,24.577226,80.690857,2.696666718,2.312727213
788,Mahurakalan,Uttar Pradesh,Lucknow,"26.7199300, 81.1301830",26.71993,81.130183,594.0,36.08,2.696871628910464,26.71993,81.130183,12.4416666,9.96090889
789,"Mahuvan Toll
Plaza",Uttar Pradesh,Mathura,"27.337188,77.737458",27.337188,77.737458,607.0,37.0,2.631578947368421,27.337188,77.737458,16.38916588,14.77636337
790,Mahuwa Toll,Rajasthan,Alwar,"27.457686, 76.607661",27.457686,76.607661,461.0,26.68,3.612716763005781,27.457686,76.607661,2.141666651,1.715454578
791,"Maigalganj Toll
Plaza",Uttar Pradesh,Maigalganj,"27.739731, 80.296011",27.739731,80.296011,406.0,22.79,4.203446826397646,27.739731,80.296011,4.0,8.258181572
792,"Main Plaza
Village Jakhauli",Haryana,Jakhauli,"28.917251,77.161054",28.917251,77.161054,478.0,27.88,3.462603878116344,28.917251,77.161054,9.013333321,12.74454594
793,Maithi,Bihar,Muzaffarpur,"26.112648,85.564827",26.112648,85.564827,671.0,41.52,2.351834430856067,26.112648,85.564827,8.284999847,9.027273178
794,"Majhagawan
(Katni)Toll Plaza",Madhya Pradesh,Katni,"23.884352,80.338989",23.884352,80.338989,354.0,19.12,4.970178926441352,23.884352,80.338989,1.757500052,1.489090919
795,Majhgawan,Madhya Pradesh,Bhopal,"23.869976,80.350801",23.869976,80.350801,482.0,28.16,3.429355281207133,23.869976,80.350801,2.195833206,2.054545403
796,"Makhel Toll
Plaza",Gujarat,Kutch,"23.490455,70.942639",23.490455,70.942639,291.0,14.66,6.385696040868455,23.490455,70.942639,4.568333149,5.072727203
797,"Makrauli Kalan
Toll Plaza",Haryana,Rohtak,"28.944307,76.609736",28.944307,76.609736,385.0,21.31,4.482294935006724,28.944307,76.609736,5.302499771,4.980000019
798,"Malasar Toll
Plaza",Rajasthan,Churu,"28.262625, 74.565161",28.262625,74.565161,403.0,22.58,4.240882103477523,28.262625,74.565161,1.275833368,2.333636284
799,"Malegaon Toll
Plaza",Maharashtra,Malegaon,"18.830215, 77.0140240",18.830215,77.014024,508.0,30.0,3.225806451612903,18.830215,77.014024,1.0,7.547272682
800,,,,,,,,,,20.283102,76.972215,58.23500061,34.74363708
801,Malera,Rajasthan,Sirohi,"24.712368,73.093755",24.712368,73.093755,535.0,31.91,3.038590094196293,24.712368,73.093755,1.920833349,1.463636398
802,"Maliwada Toll
Plaza",Maharashtra,Aurangabad,"19.940412, 75.164195",19.940412,75.164195,561.0,33.75,2.877697841726619,19.940412,75.164195,18.71999931,18.59818077
803,Maliwadi TP,Maharashtra,Aurangabad,"19.600875, 75.614882",19.600875,75.614882,513.0,30.35,3.189792663476874,19.600875,75.614882,3.839999914,2.680000067
804,"Malkisar Toll
Plaza",Rajasthan,Bikaner,"28.75284167, 73.96293833",28.75284167,73.96293833,533.0,31.77,3.051571559353067,28.75284167,73.96293833,1.0,1.0
805,Mallampet,Telangana,Hyderabad,"17.5609388888889,78.3682",17.56093889,78.3682,685.0,42.51,2.298322224775914,17.56093889,78.3682,35.22166824,38.35454559
806,"Malpura Toll
Plaza",Rajasthan,Jaipur,"26.30658,75.41294",26.30658,75.41294,623.0,38.13,2.555583950932788,26.30658,75.41294,1.358333349,1.355454564
807,Malthone,Madhya Pradesh,Sagar,"24.322069,78.526217",24.322069,78.526217,560.0,33.67,2.884338044418806,24.322069,78.526217,1.774166703,2.039999962
808,Malyakhedi,Madhya Pradesh,Mandsaur,"24.047369,75.035803",24.047369,75.035803,286.0,14.31,6.531678641410842,24.047369,75.035803,1.245833278,1.085454583
809,Managethi Toll Plaza,Tamil Nadu,Ariyalur,"11.141850, 79.242155",11.14185,79.242155,602.0,36.64,2.656748140276302,11.14185,79.242155,12.23083305,8.773636818
810,"Manan Toll
Plaza",Punjab,Amritsar,"31.515990, 74.800070",31.51599,74.80007,369.0,20.18,4.721435316336167,31.51599,74.80007,6.549166679,6.556363583
811,Manankheda,Madhya Pradesh,"Manankhed
a","23.79626925,75.10225026",23.79626925,75.10225026,508.0,30.0,3.225806451612903,23.79626925,75.10225026,2.241666555,2.125454664
812,Manavasi Plaza,Tamil Nadu,Karur,"10.931722,78.218401",10.931722,78.218401,646.0,39.75,2.45398773006135,10.931722,78.218401,4.883333206,3.75818181
813,"Manawarkukshi
Toll Plaza",Madhya Pradesh,Manawar,"22.210352,75.025833",22.210352,75.025833,482.0,28.16,3.429355281207133,22.210352,75.025833,1.0,1.0
814,"Mandal Toll
Plaza",Gujarat,Tapi,"21.134892,73.478457",21.134892,73.478457,540.0,32.26,3.006614552014432,21.134892,73.478457,11.20499992,10.6609087
815,"Mandamarri Toll
Plaza",Telangana,Mandamarri,"19.011289, 79.478191",19.011289,79.478191,385.0,21.31,4.482294935006724,19.011289,79.478191,22.12666702,16.76545525
816,"Mandana Toll
Plaza",Rajasthan,Mandana,"24.9657418,75.9352303",24.9657418,75.9352303,528.0,31.41,3.085467448318421,24.9657418,75.9352303,13.67833328,13.19636345
817,"Mandawara Toll
Plaza",Rajasthan,Rajsamand,"25.20385,73.814701",25.20385,73.814701,508.0,30.0,3.225806451612903,25.20385,73.814701,13.67833328,12.52090931
818,"Mandawnagar
Toll Plaza",Uttar Pradesh,Basti,"26.810525,82.731283",26.810525,82.731283,678.0,42.01,2.325040688212044,26.810525,82.731283,7.659999847,8.816363335
819,Manderdisa,Assam,Dima Hasao,"25.7365190,93.1385240",25.736519,93.138524,497.0,29.22,3.309066843150232,25.736519,93.138524,1.424999952,1.098181844
820,"Mandir Hasaud
Toll Plaza",Chhattisgarh,Raipur,"21.20296,81.905328",21.20296,81.905328,575.0,34.73,2.79876854184159,21.20296,81.905328,4.044166565,3.854545355
821,"Mandleswar Toll
plaza",Madhya Pradesh,Indore,"22.280472, 75.695583",22.280472,75.695583,633.0,38.83,2.510670348983179,22.280472,75.695583,1.132500052,1.0
822,"Mandva Toll
Plaza",Gujarat,Ankleshwar,"21.7016001,73.0609234",21.7016001,73.0609234,379.0,20.88,4.570383912248629,21.7016001,73.0609234,8.797499657,8.748182297
823,"Mandwara Toll
Plaza",Madhya Pradesh,Mandwara,"22.050986,75.119180",22.050986,75.11918,416.0,23.5,4.081632653061225,22.050986,75.11918,3.290833235,2.404545546
824,MANESHAR-7A,Haryana,Manesar,"28.326367,76.890515",28.326367,76.890515,444.0,25.48,3.77643504531722,28.326367,76.890515,9.501667023,10.74181843
825,MANESHAR-7B,Haryana,Manesar,"28.310995,76.895142",28.310995,76.895142,363.0,19.75,4.819277108433735,28.310995,76.895142,9.684166908,10.11272717
826,Mangalgi,Karnataka,Bidar,"17.7454925,77.3171313",17.7454925,77.3171313,463.0,26.82,3.594536304816679,17.7454925,77.3171313,9.624166489,8.82818222
827,"Manguli Toll
Plaza",Odisha,Cuttack,"20.540387,85.96387",20.540387,85.96387,462.0,26.75,3.603603603603604,20.540387,85.96387,4.53666687,5.651818275
828,Manoharabad,Telangana,Medak,"17.801103,78.471683",17.801103,78.471683,383.0,21.17,4.510599909788001,17.801103,78.471683,4.175833225,4.620909214
829,"Manoharpura
Toll plaza",Rajasthan,Jaipur,"27.3056399,75.9535128",27.3056399,75.9535128,586.0,35.51,2.738975623116954,27.3056399,75.9535128,8.19833374,10.7681818
830,"MANSAR TOLL
PLAZA",Maharashtra,Nagpur,"21.382312,79.25332",21.382312,79.25332,383.0,21.17,4.510599909788001,21.382312,79.25332,1.270833373,1.439999938
831,Marali,Karnataka,"Marali
Village","15.4669393,76.5742425",15.4669393,76.5742425,450.0,25.9,3.717472118959108,15.4669393,76.5742425,1.926666737,1.869090915
832,"Maranga Toll
Plaza",Bihar,Purnia,"25.728651,87.458279",25.728651,87.458279,382.0,21.1,4.524886877828054,25.728651,87.458279,11.39666653,10.06181812
833,"Marripalem Toll
Plaza",Andhra Pradesh,"Visakhapatn
am","17.747445,83.069029",17.747445,83.069029,591.0,35.87,2.712232167073502,17.747445,83.069029,7.512499809,6.323636532
834,Marur Toll Plaza,Andhra Pradesh,"Anantapura
m","14.5020891,77.6312667",14.5020891,77.6312667,533.0,31.77,3.051571559353067,14.5020891,77.6312667,2.460000038,1.387272716
835,"Mashora Toll
Plaza",Chhattisgarh,Jagdalpur,"19.623270, 81.667297",19.62327,81.667297,339.0,18.06,5.246589716684156,19.62327,81.667297,1.06916666,1.190000057
836,Masuriha,Madhya Pradesh,Rewa,"24.7601633,82.0648097",24.7601633,82.0648097,516.0,30.57,3.167564143173899,24.7601633,82.0648097,3.908333302,3.00545454
837,Mathni,Maharashtra,Nagpur,"21.139545,79.365105",21.139545,79.365105,568.0,34.24,2.837684449489217,21.139545,79.365105,3.75,4.579091072
838,"Mathur Toll
Plaza",Tamil Nadu,Madharam,"13.1762697,80.2447934",13.1762697,80.2447934,492.0,28.87,3.347840642785403,13.1762697,80.2447934,31.31916618,21.63454628
839,"Mathura Toll
Plaza",Uttar Pradesh,Mathura,"27.660315,77.733317",27.660315,77.733317,477.0,27.81,3.471017007983339,27.660315,77.733317,17.64249992,18.07727242
840,Maujpur,Haryana,Maujpur,"28.284826,77.439340",28.284826,77.43934,422.0,23.92,4.012841091492777,28.284826,77.43934,7.316666603,9.392726898
841,Mavai Km 54,Uttar Pradesh,Banda,"25.5438,80.3705",25.5438,80.3705,261.0,12.54,7.385524372230429,25.5438,80.3705,14.27916622,17.54363632
842,Mavikala,Uttar Pradesh,Mavikala,"28.877630,77.247776",28.87763,77.247776,418.0,23.64,4.058441558441558,28.87763,77.247776,12.65999985,25.41454506
843,Mawai Toll Plaza,Madhya Pradesh,Sagar,"24.791454,78.924038",24.791454,78.924038,420.0,23.78,4.035512510088781,24.791454,78.924038,1.797500014,1.438181877
844,Mayar Toll Plaza,Haryana,Hisar,"29.100827,75.885338",29.100827,75.885338,536.0,31.98,3.032140691328077,29.100827,75.885338,15.1875,14.72636318
845,MB(Gundwa),Rajasthan,Bharatpur,"27.248519, 77.469328",27.248519,77.469328,459.0,26.54,3.631082062454611,27.248519,77.469328,3.331666708,3.519999981
846,"MBL
NEWARGAON",Madhya Pradesh,Balaghat,"21.826114,80.041645",21.826114,80.041645,412.0,23.22,4.128819157720892,21.826114,80.041645,1.781666636,1.610909104
847,"Medapi Toll
plaza",Andhra Pradesh,Prakasam,"16.024896,79.481851",16.024896,79.481851,373.0,20.46,4.659832246039143,16.024896,79.481851,7.846666813,7.583636284
848,"Medavakkam
Toll Plaza",Tamil Nadu,Chennai,"12.9179,80.2118",12.9179,80.2118,475.0,27.67,3.487966515521451,12.9179,80.2118,17.89416695,14.88909054
849,Medchal,Telangana,Hyderabad,"17.355345, 78.292706",17.355345,78.292706,345.0,18.48,5.133470225872689,17.355345,78.292706,3.205833435,4.612727165
850,"Meghawas Toll
Plaza",Rajasthan,Jodhpur,"26.166723, 72.481349",26.166723,72.481349,542.0,32.4,2.994011976047904,26.166723,72.481349,9.116666794,32.76272583
851,"Mehkar Toll
Plaza",Maharashtra,Buldhana,"20.283102, 76.972215",20.283102,76.972215,424.0,24.06,3.990422984836393,20.283102,76.972215,58.23500061,34.74363708
852,Mehra Toll Plaza,Madhya Pradesh,Gwalior,"26.197589,78.240691",26.197589,78.240691,478.0,27.88,3.462603878116344,26.197589,78.240691,12.89999962,11.58636379
853,"Mehrauli Plaza
DME KM 2350",Uttar Pradesh,Ghaziabad,"28.655347,77.474082",28.655347,77.474082,517.0,30.64,3.160556257901391,28.655347,77.474082,57.6241684,63.6463623
854,"Mehsana Toll
Plaza",Gujarat,Mehsana,"23.527490, 72.388130",23.52749,72.38813,549.0,32.9,2.949852507374632,23.52749,72.38813,8.924166679,8.010000229
855,Mejia Toll Plaza,West Bengal,Mejia,"23.537809,87.124630",23.537809,87.12463,470.0,27.31,3.532320734722713,23.537809,87.12463,2.978333235,3.152727365
856,"Mekalavaripalli
Toll Plaza",Andhra Pradesh,"Markapura
m","15.6675,79.3518",15.6675,79.3518,550.0,32.97,2.943773918163085,15.6675,79.3518,1.208333373,1.104545474
857,"Methoon Toll
Plaza",Rajasthan,Jhalawar,"24.420109,76.503892",24.420109,76.503892,450.0,25.9,3.717472118959108,24.420109,76.503892,1.147500038,1.539090872
858,Methwada,Madhya Pradesh,Indore,"22.6731595,75.545744",22.6731595,75.545744,465.0,26.96,3.57653791130186,22.6731595,75.545744,5.244166851,4.886363506
859,Mettupatti Plaza,Tamil Nadu,Salem,"11.661687,78.330731",11.661687,78.330731,657.0,40.53,2.407897905128822,11.661687,78.330731,6.185833454,5.675454617
860,Mhasane Phata,Maharashtra,"Ahmednaga
r","18.9331389,74.4929167",18.9331389,74.4929167,416.0,23.5,4.081632653061225,18.9331389,74.4929167,8.116666794,6.877272606
861,MHOW Plaza,Madhya Pradesh,Mhow,"22.607405,75.794223",22.607405,75.794223,473.0,27.53,3.505082369435681,22.607405,75.794223,9.809999466,10.55363655
862,"Mikirati
Hawgaon Toll",Assam,Daboka,"26.1313420,92.8362070",26.131342,92.836207,484.0,28.3,3.41296928327645,26.131342,92.836207,1.207499981,1.336363673
863,"Milanpur Toll
Plaza",Madhya Pradesh,Betul,"21.8636943,77.9571605",21.8636943,77.9571605,490.0,28.73,3.363605785401951,21.8636943,77.9571605,11.19916725,9.454545021
864,"MilkMajra Toll
Plaza",Haryana,Shahjadpur,"30.21170,77.19388",30.2117,77.19388,370.0,20.25,4.705882352941177,30.2117,77.19388,10.50583363,11.85545444
865,Millampali,Andhra Pradesh,Vijayawada,"16.037647,79.307084",16.037647,79.307084,543.0,32.47,2.987750224081267,16.037647,79.307084,8.994166374,7.851818085
866,"Mirzapur /
Kyampur Toll",Uttar Pradesh,Ghazipur,"25.684947, 83.547053",25.684947,83.547053,602.0,36.64,2.656748140276302,25.684947,83.547053,8.90083313,8.911818504
867,Mithegaon Toll Plaza,Uttar Pradesh,Ayodhya,"26.663524, 81.993320",26.663524,81.99332,575.0,34.73,2.79876854184159,26.663524,81.99332,9.768333435,18.72818184
868,"MMKIPL Toll
Plaza",Maharashtra,Nashik,"19.9798867,74.490845",19.9798867,74.490845,455.0,26.25,3.669724770642202,19.9798867,74.490845,2.066666603,1.917272687
869,"Mohammad
Ibrahimpur",Uttar Pradesh,Bilari,"28.5802427,78.7961950",28.5802427,78.796195,453.0,26.11,3.688675765400221,28.5802427,78.796195,2.773333311,2.438181877
870,"Mohania Toll
Plaza",Bihar,Kaimur,"25.1882337,83.5615933",25.1882337,83.5615933,486.0,28.45,3.395585738539898,25.1882337,83.5615933,11.71000004,11.57454491
871,"Mohna Toll
Plaza",Haryana,Mohna,"29.650296, 76.559183",29.650296,76.559183,512.0,30.28,3.19693094629156,29.650296,76.559183,1.36500001,1.665454507
872,"Mohtara Toll
Plaza",Madhya Pradesh,Sihora,"23.4336923,80.0873052",23.4336923,80.0873052,647.0,39.82,2.449779519843214,23.4336923,80.0873052,6.327499866,6.267272949
873,Moka Toll Plaza,Karnataka,Ashok Nagar,"15.194774, 76.999231",15.194774,76.999231,516.0,30.57,3.167564143173899,15.194774,76.999231,1.945833325,2.200909138
874,"Mokha Toll
Plaza",Gujarat,Kutch,"22.934663,69.801655",22.934663,69.801655,516.0,30.57,3.167564143173899,22.934663,69.801655,3.204166651,4.728181839
875,"Moothli Toll
Plaza",Rajasthan,Jodhpur,"25.71773,72.277289",25.71773,72.277289,615.0,37.56,2.593360995850622,25.71773,72.277289,7.847500324,21.20727348
876,"Mopidevi Toll
Plaza",Andhra Pradesh,Mopidevi,"16.054778, 80.914134",16.054778,80.914134,554.0,33.25,2.91970802919708,16.054778,80.914134,3.539166689,4.118181705
877,"Morani Toll
Plaza",Rajasthan,Jodhpur,"26.8915240,71.9523540",26.891524,71.952354,564.0,33.96,2.860411899313501,26.891524,71.952354,1.638333321,1.372727275
878,Morwala Toll,Haryana,Charkhi,"28.6410 ,76.3815",28.641,76.3815,590.0,35.8,2.717391304347826,28.641,76.3815,4.89416647,3.940000057
879,Moshi Toll Plaza,Maharashtra,Pune,"18.6867178,73.8465816",18.6867178,73.8465816,577.0,34.88,2.787068004459309,18.6867178,73.8465816,17.79750061,19.77000046
880,"Mount Abu
Green Tax Plaza",Rajasthan,Mount Abu,"24.580674,72.725067",24.580674,72.725067,530.0,31.55,3.072196620583718,24.580674,72.725067,5.082499981,4.945454597
881,Moura Fee Plaza,Punjab,Kiratpur,"31.2120516,76.6407424",31.2120516,76.6407424,445.0,25.55,3.766478342749529,31.2120516,76.6407424,10.35750008,9.500908852
882,MR-10 Toll Plaza,Madhya Pradesh,Indore,"22.775572,75.860314",22.775572,75.860314,529.0,31.48,3.078817733990147,22.775572,75.860314,19.60416603,19.51454544
883,"Mubarakpur Toll
Plaza",Madhya Pradesh,Bhopal,"23.310689,77.319815",23.310689,77.319815,711.0,44.35,2.205071664829107,23.310689,77.319815,8.33833313,7.947272778
884,Mud Kheda,Madhya Pradesh,Gwalior,"25.6814588,77.7295852",25.6814588,77.7295852,496.0,29.15,3.316749585406302,25.6814588,77.7295852,8.637499809,7.572727203
885,"Mudhipar  TOLL
PLAZA",Chhattisgarh,BILASPUR,"21.190040,81.159205",21.19004,81.159205,610.0,37.21,2.617115938236064,21.19004,81.159205,2.288333416,3.069999933
886,"Mudiveedu Toll
Plaza",Andhra Pradesh,Madanapalli,"13.698528, 78.518474",13.698528,78.518474,518.0,30.71,3.15357931251971,13.698528,78.518474,2.169166565,3.471818209
887,"Mudiyapara Fee
Plaza",Chhattisgarh,Bodla,"22.155822, 81.228744",22.155822,81.228744,564.0,33.96,2.860411899313501,22.155822,81.228744,3.249166727,3.429090977
888,"Mujras Toll
Plaza",Gujarat,Ahmedabad,"25.2747754,74.4927949",25.2747754,74.4927949,677.0,41.94,2.328830926874709,25.2747754,74.4927949,9.462499619,12.62181854
